Institute,Course,GOPEN,GSC,GSEBC,LOPEN,LST,LOBC,EWS,GST,GOBC,LSEBC,LSC,GNTA,GNTB,GNTC,DEFR-OBC,PWDR-OBC,LNTA,LNTC,LNTD,PWD-O,DEF-O,LNTB,GNTD,MI,ORP,PWDR-SC,DEFR-SC,DEFR-SEBC,PWDR-SEBC,DEFR-ST,DEFR-NTB,DEFR-NTA
3220 Yadavrao Tasgaonkar College of Engineering & Management (Un-Aided),Artificial Intelligence and Machine Learning,67.31%,52.94%,,62.41%,,,,,66.00%,,,,,,,,,,,,,,,,,,,,,,,
"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",Civil Engineering,64.61%,,,63.00%,,,,,55.11%,,,,,,,,,,,,,,,,,,,,,,,
"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",Computer Engineering,82.51%,76.57%,,83.60%,72.29%,80.46%,77.09%,,79.26%,,,,77.60%,,,,,,,,,,,,,,,,,,,
"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",Electrical Engineering,67.00%,65.17%,,62.28%,,,71.94%,,60.00%,,,,,,,,,,,,,,,,,,,,,,,
"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",Electronics and Telecommunication Engg,62.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",Mechanical Engineering,70.51%,,,67.08%,,64.10%,93.33%,,66.72%,,,,65.85%,,,,,,,,,,69.64%,,,,,,,,,
"3221 Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),77.44%,75.43%,74.97%,75.43%,,64.51%,76.34%,,72.88%,,65.26%,70.11%,,,,,,,,68.57%,,62.38%,,,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Civil Engineering,65.05%,,,,,,,,,,,,,,,,,,,,,,,71.11%,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Computer Engineering,79.37%,,,74.97%,,,,,,,,,,,,,,,,,,,,75.71%,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Information Technology,76.57%,,,73.63%,,,,,,,,,,,,,,,,,,,,67.43%,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Electrical Engineering,61.44%,,,69.56%,,,,,,,,,,,,,,,,,,,,59.03%,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Automobile Engineering,66.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Mechanical Engineering,46.55%,,,,,,,,,,,,,,,,,,,,,,,69.28%,,,,,,,,
"3222 Haji Jamaluddin Thim Trusts Theem College of Engineering, At. Villege Betegaon, Boisar (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),74.06%,,,83.94%,,,,,,,,,,,,,,,,,,,,61.88%,,,,,,,,
"3223 Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",Civil Engineering,60.68%,,,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3223 Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",Computer Engineering,82.11%,,,82.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3223 Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",Information Technology,80.29%,,,81.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3223 Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",Mechanical Engineering,68.26%,,,74.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3223 Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",Electronics and Computer Science,75.94%,,,76.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3223 Mahatma Education Societys Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad (Un-Aided Linguistic Minority - Malyalam)",Electrical and Computer Engineering,72.69%,,,73.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",Civil Engineering,55.15%,,,58.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",Computer Engineering,73.71%,64.72%,68.11%,65.89%,,62.70%,,,64.34%,,62.19%,,,70.23%,,,,,,,,,,,,,,,,,,
"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",Mechanical Engineering,57.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),72.11%,66.80%,,67.20%,,,,,62.21%,,,,,,,,,,,,,,,,,,,,,,,
"3224 Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat (Un-Aided)",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),65.94%,64.69%,,64.00%,,,72.00%,,,,,,,,,,,,,,,,,,,,,,,,,
"3277 Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",Computer Engineering,84.12%,80.69%,76.80%,85.77%,76.17%,82.11%,85.71%,,80.00%,,,,,,,,78.57%,,70.23%,,,,,,,,,,,,,
"3277 Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",Information Technology,82.44%,77.38%,65.69%,81.06%,,,69.43%,,78.06%,60.00%,,,80.46%,,,,,,,,,,,,,,,,,,,
"3277 Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",Electrical Engg[Electronics and Power],66.44%,53.72%,,82.72%,,,,,60.50%,,,,,,,,,,,,,,,,,,,,,,,
"3277 Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",Mechanical & Automation Engineering,64.15%,58.46%,,57.18%,,,,,62.35%,,,,,,,,,,,,,,,,,,,,,,,
"3277 Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",Civil Engineering and Planning,69.38%,66.00%,,60.16%,,,75.00%,66.74%,,,,,,,,,,,,89.16%,,,,,,,,,,,,
"3277 Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly (Un-Aided)",Electronics and BiomedicalÂ Engineering,62.57%,,,68.91%,,,74.18%,,,,,,,,,,,,,,,,,,,,,,,,,
"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Civil Engineering,65.84%,61.70%,,62.76%,,,,,48.68%,,,,,60.78%,,,,,,68.69%,,61.84%,,,,,,,,,,
"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Engineering,77.06%,68.94%,,72.69%,,71.75%,65.37%,,73.89%,,66.69%,68.51%,,,,,,,,,,,68.23%,,,,,,,,,
"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Mechanical Engineering,63.12%,,,73.90%,,,,,58.00%,,,62.51%,,,,,,,,,,,,,,,,,,,,
"3351 Bharat College of Engineering, Kanhor, Badlapur(W) (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),73.89%,68.67%,,70.47%,,63.14%,,,68.80%,,68.34%,,,,,,,,,,,,,,,,,,,,,
"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Civil Engineering,53.84%,,,61.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Computer Engineering,76.00%,60.23%,,67.60%,,61.53%,68.86%,,64.11%,,,69.13%,65.49%,,,,,,73.43%,,,,,,,,,,,,,
"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Information Technology,73.88%,67.77%,57.00%,63.31%,,,,,66.38%,,,70.31%,,,,,,,,,,,,,,,,,,,,
"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Electrical Engineering,53.04%,,,75.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Mechanical Engineering,58.47%,,,79.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3353 Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai (Un-Aided)",Artificial Intelligence and Machine Learning,69.94%,67.33%,,62.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Civil Engineering,67.74%,,,69.53%,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,
"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Computer Engineering,84.00%,,,84.97%,,,,,,,,,,,,,,,,,,,,78.91%,,,,,,,,
"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Information Technology,83.20%,,,81.20%,,,,,,,,,,,,,,,,,,,,75.49%,,,,,,,,
"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Electronics and Telecommunication Engg,71.64%,,,72.00%,,,,,,,,,,,,,,,,,,,,61.40%,,,,,,,,
"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Mechanical Engineering,64.92%,,,61.79%,,,,,,,,,,,,,,,,,,,,58.15%,,,,,,,,
"3423 Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai (Un-Aided Linguistic Minority - Hindi)",Electronics and Computer Science,81.20%,,,76.51%,,,,,,,,,,,,,,,,,,,,64.57%,,,,,,,,
"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Civil Engineering,61.85%,,,75.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Engineering,71.22%,66.69%,65.06%,70.23%,,62.63%,,,62.12%,,63.31%,,58.97%,,,,,,,,,,,,,,,,,,,
"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Electrical Engineering,65.13%,,,60.61%,,,,,62.63%,,58.61%,,63.28%,,,,,,,,,,,,,,,,,,,
"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Mechanical Engineering,67.70%,,,71.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3436 B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath. (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),64.47%,62.63%,,65.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3439 Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Civil Engineering,70.84%,,,,,,,,,,,,,,,,,,,,,,,64.55%,,,,,,,,
"3439 Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Engineering,,,,87.94%,,,,,,,,,,,,,,,,,,,,85.31%,,,,,,,,
"3439 Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electrical Engineering,59.80%,,,56.50%,,,,,,,,,,,,,,,,,,,,55.83%,,,,,,,,
"3439 Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Mechanical Engineering,60.00%,,,,,,,,,,,,,,,,,,,,,,,60.21%,,,,,,,,
"3439 Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Electronics and Computer Science,,,,74.11%,,,,,,,,,,,,,,,,,,,,78.23%,,,,,,,,
"3439 Anjuman-I-Islams Kalsekar Technical Campus, Panvel (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),83.14%,,,,,,,,,,,,,,,,,,,,,,,83.26%,,,,,,,,
